questionnaire_id,L1,number_L1,L2_well,number_L2_well,L2_little,number_L2_little,language_mother,mother_english,language_father,father_english,languages_want_know_better,elementary_lang,elementary_lang_coded,hs_lang,hs_lang_coded,college_lang,family_lang,friends_lang,foreigners_lang,work_lang,school_lang,home_lang
51,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"Pohnpeian,English","English,Pohnpeian",Bilingual,,None,English,Pohnpeian,"Pohnpeian,English",English,,English,Pohnpeian
52,Pohnpeian,1,English,1,Ngatikese,1,Pohnpeian,0,Pohnpeian,0,"Pohnpeian,English,Chinese","Pohnpeian,English",Bilingual,English,English,English,"Pohnpeian,English","Pohnpeian,English,Ngatikese",English,"English,Pohnpeian",English,"Pohnpeian,English"
53,Pohnpeian,1,English,1,"Ngatikese,Spanish",2,Pohnpeian,0,Pohnpeian,0,Spanish,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,English,English,English,English,"English,Pohnpeian,Spanish"
15683,Pohnpeian,1,"Kosraean,English",2,Mwokilese,1,"Kosraean,English,Pohnpeian",1,"Pohnpeian,English",1,Japanese,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,Pohnpeian,"Pohnpeian,English","Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
17470,Mwokilese,1,"Pingelapese,English",2,Pohnpeian,1,"Pingelapese,Pohnpeian,Mwokilese",0,"English,Mwokilese",1,Japanese,English,English,"English,Pohnpeian",Bilingual,English,"Mwokilese,Pingelapese,English","Pohnpeian,Pingelapese,Mwokilese,English",English,"English,Pohnpeian","English,Pohnpeian,Mwokilese,Pingelapese","Mwokilese,Pingelapese,English"
17727,Kosraean,1,English,1,,0,"Kosraean,English",1,"Kosraean,English",1,,English,English,"English,Kosraean",Bilingual,"Kosraean,English",Kosraean,"Kosraean,English",English,"Kosraean,English",English,Kosraean
18793,Pohnpeian,1,English,1,Kosraean,1,English,1,English,1,,English,English,"English,Pohnpeian",Bilingual,English,Pohnpeian,"English,Pohnpeian",English,"English,Pohnpeian",English,Pohnpeian
20113,Chuukese,1,"Pohnpeian,English",2,,0,"Chuukese,Pohnpeian",0,Pohnpeian,0,,Pohnpeian,Non-English,English,English,English,Chuukese,"Pohnpeian,Chuukese,English",English,English,English,Chuukese
20621,Pohnpeian,1,English,1,"Korean,Tagalog,Japanese",3,"Pohnpeian,English",1,"Pohnpeian,English",1,,"Pohnpeian,English",Bilingual,English,English,English,"Pohnpeian,English,Japanese,Tagalog,Korean","Pohnpeian,English",English,"English,Pohnpeian","Pohnpeian,English","English,Pohnpeian,Japanese"
21815,English,1,"Kosraean,Pohnpeian,Chinese",3,,0,"English,Kosraean",1,"English,Chinese",1,"Chuukese,Samoan",English,English,English,English,English,"English,Kosraean,Chinese","English,Kosraean,Chinese,Pohnpeian",English,English,English,"English,Chinese,Korean"
22150,English,1,Pohnpeian,1,,0,"English,Pohnpeian",1,"English,Tagalog",1,,English,English,English,English,English,"English,Pohnpeian","English,Pohnpeian",English,English,"English,Pohnpeian","English,Pohnpeian"
22303,Pohnpeian,1,"Mortlockese,Chinese,English",3,Chinese,1,Pohnpeian,0,Pohnpeian,0,,Pohnpeian,Non-English,"English,Pohnpeian",Bilingual,English,Pohnpeian,"English,Pohnpeian",English,English,"English,Pohnpeian",Pohnpeian
23068,Chuukese,1,English,1,Japanese,1,Chuukese,0,Chuukese,0,,Chuukese,Non-English,"Chuukese,English",Bilingual,English,Chuukese,English,English,English,"English,",Chuukese
23271,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,,Pohnpeian,Non-English,English,English,English,Pohnpeian,Pohnpeian,English,,English,Pohnpeian
23583,Pohnpeian,1,Mortlockese,1,English,1,"Mortlockese,Pohnpeian",0,Pohnpeian,0,English,Pohnpeian,Non-English,Pohnpeian,Non-English,,"Mortlockese,Pohnpeian","Pohnpeian,Mortlockese",English,,"Mortlockese,Pohnpeian","Mortlockese,Pohnpeian"
24197,English,1,"Papiamento,German",2,"Korean,Spanish",2,"Danish,English",1,"Korean,English",1,,English,English,English,English,English,English,English,English,"English,Fijian",,"English,Papiamento,Fijian,Korean,German"
26383,Pohnpeian,1,English,1,Ngatikese,1,"Ngatikese,Pohnpeian,English",1,"Pohnpeian,English",1,,English,English,English,English,English,"Pohnpeian,English","Pohnpeian,English",English,,"Pohnpeian,English","Pohnpeian,English"
28423,Mortlockese,1,"Pohnpeian,English",2,Chuukese,1,"Chuukese,English,Pohnpeian,Mortlockese",1,"Chuukese,Pohnpeian,English",1,,English,English,English,English,English,"Chuukese,Mortlockese","Pohnpeian,English",English,,English,"Chuukese,Mortlockese"
28603,Ilocano,1,"Tagalog,English",2,"Spanish,Chinese,Japanese",3,"Ilocano,Tagalog,English",1,"Ilocano,Tagalog,English",1,"Chinese,Japanese",English,English,English,English,English,"Tagalog,English","Tagalog,English",English,English,English,"Tagalog,English"
29207,Pohnpeian,1,,0,Mortlockese,1,Pohnpeian,0,"Pohnpeian,Mortlockese",0,,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,"Pohnpeian,English","Pohnpeian,Mortlockese","Pohnpeian,Mortlockese,English",English,"Pohnpeian,English","Pohnpeian,English","Pohnpeian,Mortlockese"
30620,Pohnpeian,1,English,1,English,1,Pohnpeian,0,Pohnpeian,0,,Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
30792,Satawalese,1,English,1,Pohnpeian,1,"Satawalese,Outer Island Yapese,Carolinian,English",1,"English,Satawalese",1,,English,English,"English,Samoan",Bilingual,English,"English,Satawalese",English,English,English,English,"English,Satawalese"
31655,Kosraean,1,English,1,"Pohnpeian,Tagalog",2,Kosraean ,0,Kosraean,0,,"Kosraean,English",Bilingual,"English,Kosraean",Bilingual,English,Kosraean,"Kosraean,English",English,,English,Kosraean
31720,Pohnpeian,1,English,1,,0,Pohnpeian,0,"Pohnpeian,English",1,English,Pohnpeian,Non-English,Pohnpeian,Non-English,,Pohnpeian,Pohnpeian,"English,Pohnpeian",Pohnpeian,,Pohnpeian
32465,Pohnpeian,1,English,1,Chuukese,1,Pohnpeian,0,Pohnpeian,0,,"Mortlockese,Chuukese",Non-English,English,English,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian
33615,Chuukese,1,"Pohnpeian,English",2,Yapese,1,Chuukese,0,Chuukese,0,English,English,English,"English,Pohnpeian",Bilingual,English,Chuukese,"Chuukese,Pohnpeian",English,"English,Pohnpeian,Chuukese","Chuukese,English,Pohnpeian","Chuukese,Pohnpeian"
34917,Pohnpeian,1,English,1,Chuukese,1,Pohnpeian,0,Pohnpeian,0,"Pohnpeian,English","Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,"Pohnpeian,English","Pohnpeian,English","Pohnpeian,English",,"English,Pohnpeian","Pohnpeian,English"
35617,Pohnpeian,1,English,1,Japanese,1,Pohnpeian,0,"English,Pohnpeian",1,Pohnpeian,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,"Pohnpeian,English",Pohnpeian
35683,Pohnpeian,1,English,1,Pingelapese,1,Pohnpeian,0,"Pohnpeian,Pingelapese",0,,Pohnpeian,Non-English,English,English,,,Pohnpeian,English,,"Pohnpeian,English",Pohnpeian
35718,English,1,Pohnpeian,1,Tagalog,1,"Tagalog,Pohnpeian,English",1,"English,Pohnpeian",1,"Tagalog,Chuukese",English,English,English,English,,"English,Pohnpeian","English,Pohnpeian",English,English,"English,Pohnpeian",English
36087,Ulithian,1,English,1,Pohnpeian,1,Ulithian,0,Yapese,0,,"Ulithian,English",Bilingual,"Ulithian,English",Bilingual,English,"Ulithian,English","Ulithian,English",English,English,English,"Ulithian,English"
36100,Marshallese,1,"Pohnpeian,English",2,"Palauan,Chuukese",2,Marshallese,0,"Marshallese,English,Japanese",1,,"Marshallese,English",Bilingual,English,English,English,"Pohnpeian,Marshallese","Marshallese,Pohnpeian,English",English,"English,Pohnpeian","English,Pohnpeian","Pohnpeian,Marshallese"
36444,Pohnpeian,1,English,1,,0,Pohnpeian,0,"English,Pohnpeian",1,French,"Pohnpeian,English",Bilingual,English,English,English,"Pohnpeian,English","Pohnpeian,English",English,"Pohnpeian,English",English,"Pohnpeian,English"
