questionnaire_id,survey_version,survey_language,old_questionnaire_id,age,sex,birth_location,citizenship,current_muni,time_fsm,time_pni,pni_current_place,travelled_abroad,education,elementary_type,hs_type,meing,making_friends,being_successful,good_education,happy_relationships,getting_money,reading,writing,radio,tv,accepted_pni,talking_teachers,talking_villages,funerals,kamadipw,sakau,facebook,talking_kolonia,talking_chief,talking_gov,good_job,friends_school,church,store,talking_neighbors,us_relatives,local_lang,english_more_import_local,english_smarter,eng_pni_diff,learn_pni_first,pni_more_import_eng,pni_jobs_pni,pni_jobs_abroad,eng_jobs_abroad,eng_jobs_pni,many_lang_easy,many_lang_important,one_lang_life_diff,eng_more_import_pni,sad.pni.no.pni,sad_pni_no_eng,sad_pni_abroad,sad_eng_abroad,youths_bad_pni,youths_bad_eng,micros_need_eng,pnis_need_eng,kolonia_need_eng,all_lang_live_together,pni_respect,pni_unfashionable,eng_more_val_pni,micro_youth_like_eng,micro_older_like_eng,mehn_wai_need_learn_pni,pni_youth_like_pni,pni_older_like_pni,pni_important_pni,pni_simpler_eng,choose_pni,choose_eng,feel_positive_pni,to_be_pni_speak_pni,cant_pni_no_pni,micro_speak_micro,micro_speak_eng,pni_smarter,english_simpler_pni,pni_politer_eng,kitti_need_eng,kolonia_need_pni,kitti_need_pni,want_children_pni,want_children_eng,meing_important,want_children_meing,micro_pni_pni,schools_teach_pni,eng_important_pni,quiet,stupid,loud,kindhearted,feminine,badtempered,masculine,honest,modern,greedy,attractive,successful,peaceful,violent,young,poor,old,rich,pretentious,proud,respectful,wise,patriotic,cultured,showoffs,humble,generous,uneducated,smart,ugly,educated,current_village
84,2a,pni,59711,25 -- 34,Male,Pohnpei State,FSM,Nett,30 - 39 years,30 - 39 years,30 - 39 years,No,Kingergarten - 8th grade,Public school,NA,Somewhat well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree somewhat,Really disagree,Really agree,Agree somewhat,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Really agree,Really disagree,,Really agree,Disagree somewhat,Agree somewhat,Really disagree,Disagree somewhat,Really disagree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really agree,Agree somewhat,Really agree,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Really disagree,Really agree,
85,2a,pni,60525,35 -- 44,Male,Pohnpei State,FSM,Kitti,40 or more years,40 or more years,40 or more years,Yes,Master's degree,Public school,Private school,Well,English,Pohnpeian,English,English,English,English,English,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,English,English,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,
86,2a,pni,61059,55 -- 64,Female,Pohnpei State,FSM,Nett,40 or more years,40 or more years,40 or more years,No,No schooling completed,Public school,Public school,Somewhat well,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Disagree somewhat,Really disagree,Disagree somewhat,,Disagree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,
87,2a,pni,61119,35 -- 44,Male,Pohnpei State,FSM,Nett,40 or more years,40 or more years,0 - 4 years,Yes,"Some college, no degree",Public school,Private school,Somewhat well,Pohnpeian,English,English,Pohnpeian,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really disagree,Really disagree,Disagree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Agree somewhat,Really disagree,Really disagree,,Really disagree,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really disagree,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Disagree somewhat,
88,2a,pni,61729,55 -- 64,Male,Pohnpei State,FSM,Nett,40 or more years,40 or more years,40 or more years,No,Kingergarten - 8th grade,Public school,Public school,Very well,Pohnpeian,NA,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Mokilese,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree somewhat,Really disagree,Really disagree,Really disagree,Disagree somewhat,Really agree,Really agree,Agree somewhat,Really disagree,,Really agree,Really agree,Really disagree,Disagree somewhat,Agree somewhat,Really agree,Agree somewhat,Really disagree,Really agree,Really agree,Really agree,Really agree,Really agree,Really disagree,Really agree,Really agree,Disagree somewhat,Agree somewhat,Agree somewhat,Really agree,
89,2a,pni,62013,25 -- 34,Male,Pohnpei State,FSM,Nett,20 - 29 years,20 - 29 years,20 - 29 years,Yes,No schooling completed,Public school,NA,Somewhat well,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,NA,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Really disagree,
90,2a,pni,63741,45 -- 54,Female,Pohnpei State,FSM,Nett,40 or more years,40 or more years,40 or more years,No,Kingergarten - 8th grade,Public school,NA,Very well,Pohnpeian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pohnpeian,NA,NA,NA,NA,NA,NA,Pohnpeian,NA,NA,NA,NA,NA,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Really agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
91,2a,pni,64201,35 -- 44,Male,Pohnpei State,FSM,Nett,10 - 19 years,10 - 19 years,0 - 4 years,Yes,"Some high school, no diploma",Public school,Public school,Not at all,Pohnpeian,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really disagree,Really disagree,Really disagree,Disagree somewhat,Agree somewhat,Really disagree,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,
92,2b,pni,16197,35 -- 44,Female,Pohnpei State,FSM,Nett,40 or more years,40 or more years,40 or more years,Yes,No schooling completed,Public school,NA,Well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pingelapese,Pingelapese,Pingelapese,Pingelapese,Pingelapese,Pingelapese,Pingelapese,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,NA,Disagree somewhat,Really disagree,Really agree,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,,Really disagree,Really agree,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Disagree somewhat,Really agree,Agree somewhat,Really agree,Really agree,Really agree,Really disagree,Really agree,Disagree somewhat,Really disagree,Really disagree,Really agree,
93,2b,pni,17177,45 -- 54,Female,Pohnpei State,FSM,Madolenihmw,40 or more years,40 or more years,30 - 39 years,No,Kingergarten - 8th grade,Public school,NA,Not at all,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Really disagree,Really disagree,,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Really agree,Really disagree,Really agree,
94,2b,pni,17608,18 -- 24,Female,Pohnpei State,FSM,Nett,20 - 29 years,20 - 29 years,20 - 29 years,No,"Some college, no degree",Public school,Public school,Somewhat well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Really agree,Really disagree,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,,Really disagree,Agree somewhat,Really disagree,Agree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,Really disagree,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really agree,Really agree,Really disagree,Really agree,Really disagree,Really agree,
95,2b,pni,18526,45 -- 54,Male,Pohnpei State,FSM,Uh,30 - 39 years,30 - 39 years,10 - 19 years,Yes,Bachelor's degree,Public school,Private school,Well,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,English,English,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
96,2b,pni,19657,18 -- 24,Male,Pohnpei State,FSM,Uh,20 - 29 years,20 - 29 years,0 - 4 years,Yes,Associate degree,Public school,Public school,Somewhat well,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree somewhat,Really disagree,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Really agree,Agree somewhat,Disagree somewhat,,Really agree,Really disagree,Really disagree,Agree somewhat,Really agree,Disagree somewhat,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really agree,Agree somewhat,Disagree somewhat,Really disagree,Really agree,Really disagree,Really agree,
97,2b,pni,20421,35 -- 44,Male,Chuuk State,FSM,Nett,40 or more years,20 - 29 years,5 - 9 years,No,Kingergarten - 8th grade,Public school,NA,Not at all,Mortlockese,Mortlockese,Mortlockese,Mortlockese,Mortlockese,Mortlockese,English,Mortlockese,English,English,English,Mortlockese,Mortlockese,Mortlockese,Mortlockese,NA,Pohnpeian,Pohnpeian,Mortlockese,Mortlockese,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really disagree,Really agree,
98,2b,pni,21476,35 -- 44,Male,Pohnpei State,FSM,Nett,30 - 39 years,30 - 39 years,0 - 4 years,Yes,"Some college, no degree",Public school,Private school,Somewhat well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,NA,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Really agree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Disagree somewhat,Really disagree,,Really disagree,Really agree,Really agree,Really agree,Really agree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Really agree,Really agree,Agree somewhat,Really agree,Really disagree,Really agree,Really agree,Disagree somewhat,Really agree,Really disagree,Agree somewhat,
99,2b,pni,21499,18 -- 24,Female,Hawaii,FSM,Nett,10 - 19 years,10 - 19 years,10 - 19 years,No,"High school, diploma, or GED",Public school,Public school,Not at all,Pohnpeian,Pohnpeian,English,Other,English,English,Other,English,English,English,English,Other,Pohnpeian,English,Pohnpeian,Other,Other,Pohnpeian,Pohnpeian,English,Other,Other,Pohnpeian,English,English,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree somewhat,Disagree somewhat,Agree somewhat,Really agree,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,,Agree somewhat,Agree somewhat,Disagree somewhat,Really disagree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Really disagree,Really agree,Really agree,Really agree,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really disagree,
100,2b,pni,23927,18 -- 24,Male,Pohnpei State,FSM,Nett,10 - 19 years,10 - 19 years,10 - 19 years,No,"Some high school, no diploma",Public school,Private school,Somewhat well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree somewhat,Really disagree,Disagree somewhat,Really agree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really agree,Disagree somewhat,Disagree somewhat,,Really agree,Really agree,Really disagree,Disagree somewhat,Really agree,Really agree,Disagree somewhat,Disagree somewhat,Really agree,Really agree,Really agree,Disagree somewhat,Really agree,Really disagree,Really agree,Really agree,Really disagree,Really agree,Really disagree,Disagree somewhat,
101,2b,pni,24078,45 -- 54,Male,Pohnpei State,FSM,Madolenihmw,40 or more years,40 or more years,40 or more years,No,No schooling completed,Public school,NA,Not at all,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree somewhat,Really disagree,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Really agree,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really disagree,Really agree,
102,2b,pni,24236,25 -- 34,Female,Pohnpei State,FSM,Uh,20 - 29 years,20 - 29 years,20 - 29 years,No,"Some college, no degree",Public school,Public school,Not at all,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Agree,Agree,Disagree,Agree,NA,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,NA,Agree,Disagree,Agree,,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree somewhat,Really disagree,Really disagree,Really agree,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Really agree,NA,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Really disagree,Agree somewhat,
