questionnaire_id,L1,number_L1,L2_well,number_L2_well,L2_little,number_L2_little,language_mother,mother_english,language_father,father_english,languages_want_know_better,elementary_lang,elementary_lang_coded,hs_lang,hs_lang_coded,college_lang,family_lang,friends_lang,foreigners_lang,work_lang,school_lang,home_lang
64063,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Japanese,Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Pohnpeian,Pohnpeian,"Pohnpeian,English","Pohnpeian,English","Pohnpeian,English",Pohnpeian
52334,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
60966,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,"English,Japanese,Latin","Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
24078,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
17177,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,"English,Pohnpeian","English,Pohnpeian",Bilingual,,None,,Pohnpeian,Pohnpeian,"English,Pohnpeian",Pohnpeian,Pohnpeian,Pohnpeian
31142,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"English,Pohnpeian",Bilingual,English,English,English,Pohnpeian,Pohnpeian,"English,Pohnpeian","English,Pohnpeian",Pohnpeian,Pohnpeian
20421,Mortlockese,1,Pohnpeian,1,English,1,Mortlockese,0,Mortlockese,0,"English,Pohnpeian","Mortlockese,English",Bilingual,,None,,Mortlockese,"Mortlockese,Pohnpeian",English,Pohnpeian,Mortlockese,Mortlockese
63428,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,"English,Japanese",Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
57888,Pohnpeian,1,,0,English,1,"Pohnpeian,Mortlockese",0,Pohnpeian,0,"English,Pohnpeian",Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
26058,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"English,Pohnpeian",Bilingual,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
36242,Pohnpeian,1,"English,Japanese",2,,0,Pohnpeian,0,Pohnpeian,0,"Spanish,Chuukese","Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
36504,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"English,Chinese",Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
44632,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Pohnpeian,Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
52372,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"English,Japanese,Chinese",Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
26023,Pohnpeian,1,,0,Japanese,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,Japanese",Non-English,"Pohnpeian,Japanese",Non-English,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,"Pohnpeian,Meing"
40265,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"Meing,English",Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
65212,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian
35854,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,English,Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
