questionnaire_id,age,sex,birth_location,citizenship,current_muni,time_fsm,time_pni,pni_current_place,travelled_abroad,education,elementary_type,hs_type,children,meing,making_friends,being_successful,good_education,happy_relationships,getting_money,reading,writing,radio,tv,accepted_pni,talking_teachers,talking_villages,funerals,kamadipw,sakau,facebook,talking_kolonia,talking_chief,talking_gov,good_job,friends_school,church,store,talking_neighbors,us_relatives,local_lang,english_more_import_local,english_smarter,eng_pni_diff,learn_pni_first,pni_more_import_eng,pni_jobs_pni,pni_jobs_abroad,eng_jobs_abroad,eng_jobs_pni,many_lang_easy,many_lang_important,one_lang_life_diff,eng_more_import_pni,sad.pni.no.pni,sad_pni_no_eng,sad_pni_abroad,sad_eng_abroad,youths_bad_pni,youths_bad_eng,micros_need_eng,pnis_need_eng,kolonia_need_eng,all_lang_live_together,pni_unfashionable,eng_more_val_pni,micro_youth_like_eng,micro_older_like_eng,mehn_wai_need_learn_pni,pni_youth_like_pni,pni_older_like_pni,pni_important_pni,pni_simpler_eng,choose_pni,choose_eng,feel_positive_pni,to_be_pni_speak_pni,cant_pni_no_pni,quiet,stupid,loud,kindhearted,feminine,masculine,honest,modern,attractive,successful,peaceful,violent,young,poor,old,rich,pretentious,proud,respectful,wise,patriotic,cultured,showoffs,humble,generous,uneducated,current_village,badtempered
33615,25 -- 34,Female,Pohnpei State,FSM,Sokehs,20 - 29 years,20 - 29 years,20 - 29 years,Yes,Associate degree,Private school,Public school,1,Somewhat well,Pohnpeian,English,English,Mortlockese,English,English,English,Chuukese,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Mortlockese,English,Mortlockese,Mortlockese,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really agree,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,NA,Agree somewhat
34917,18 -- 24,Female,Pohnpei State,FSM,Madolenihmw,0 - 4 years,10 - 19 years,0 - 4 years,No,"High school, diploma, or GED",Public school,Public school,0,Not at all,English,English,English,English,English,English,English,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,English,English,Pohnpeian,English,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Really disagree,Really disagree,Really agree,Really agree,Agree somewhat,Really agree,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Agree somewhat,Really agree,Really disagree,Really agree,Really agree,Really disagree,NA,Really disagree
35617,18 -- 24,Male,Pohnpei State,FSM,Kitti,10 - 19 years,10 - 19 years,10 - 19 years,No,"Some college, no degree",Public school,Public school,0,Somewhat well,English,English,English,English,English,English,English,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree somewhat,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Really agree,Really agree,Really agree,Really agree,Really agree,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really agree,Agree somewhat,Disagree somewhat,Really agree,Really agree,Agree somewhat,Agree somewhat,NA,Really disagree
35683,18 -- 24,Female,Pohnpei State,FSM,Kitti,10 - 19 years,10 - 19 years,10 - 19 years,No,Associate degree,Public school,Public school,2,Somewhat well,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,NA,Disagree somewhat
35718,18 -- 24,Female,Pohnpei State,FSM,Nett,10 - 19 years,10 - 19 years,10 - 19 years,Yes,"High school, diploma, or GED",Private school,Private school,0,Not at all,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,English,English,English,Pohnpeian,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree somewhat,Really disagree,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Really disagree,NA,Disagree somewhat
36087,18 -- 24,Female,Yap State,FSM,Nett,20 - 29 years,5 - 9 years,0 - 4 years,No,Bachelor's degree,Public school,Public school,0,Not at all,English,English,English,English,English,English,English,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,English,English,English,English,English,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Really disagree,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,NA,Agree somewhat
36100,55 -- 64,Female,RMI,RMI,Uh,30 - 39 years,30 - 39 years,30 - 39 years,Yes,"Some college, no degree",Private school,Private school,3,Somewhat well,English,English,English,Pohnpeian,Other,English,English,English,English,Pohnpeian,English,Pohnpeian,Other,Other,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Other,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Really disagree,Really disagree,Disagree somewhat,Really agree,Really agree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really agree,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Really agree,Really disagree,NA,Agree somewhat
36444,25 -- 34,Female,US Mainland,FSM,Kitti,10 - 19 years,10 - 19 years,10 - 19 years,Yes,Associate degree,Public school,Private school,1,Not at all,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,English,English,English,Pohnpeian,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Really disagree,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Really disagree,NA,Disagree somewhat
36487,25 -- 34,Male,Pohnpei State,FSM,Kitti,20 - 29 years,20 - 29 years,10 - 19 years,Yes,Bachelor's degree,Private school,Private school,0,Somewhat well,Pohnpeian,English,English,Pohnpeian,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree somewhat,Really disagree,Really disagree,Really agree,Really agree,Agree somewhat,Really agree,Disagree somewhat,Really agree,Really agree,Really agree,Agree somewhat,Really agree,Really agree,Really agree,Really agree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Really agree,Really disagree,Really agree,Really agree,Really agree,NA,Agree somewhat
36815,25 -- 34,Female,Pohnpei State,FSM,Sokehs,20 - 29 years,20 - 29 years,20 - 29 years,No,"High school, diploma, or GED",Public school,Public school,0,Not at all,Mortlockese,English,English,Mortlockese,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,Mortlockese,Mortlockese,Mortlockese,Pohnpeian,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree somewhat,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,NA,Disagree somewhat
37487,18 -- 24,Female,Yap State,FSM,Kitti,10 - 19 years,0 - 4 years,10 - 19 years,Yes,"Some college, no degree",Private school,Public school,0,Somewhat well,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree somewhat,Really disagree,Really agree,Disagree somewhat,Really disagree,Disagree somewhat,Really agree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,NA,Really disagree
38002,18 -- 24,Male,Kosrae State,FSM,Sokehs,10 - 19 years,0 - 4 years,0 - 4 years,No,Associate degree,Public school,Public school,0,Not at all,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Really agree,Disagree somewhat,Really agree,Really agree,Agree somewhat,Really agree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really agree,Really agree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,NA,Disagree somewhat
38490,18 -- 24,Male,RMI,FSM,Nett,10 - 19 years,5 - 9 years,0 - 4 years,Yes,"High school, diploma, or GED",Public school,Public school,0,Well,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,English,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree somewhat,Really disagree,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,NA,Agree somewhat
38800,35 -- 44,Female,US Mainland,FSM,Nett,20 - 29 years,20 - 29 years,20 - 29 years,Yes,Bachelor's degree,Private school,Public school,1,Somewhat well,Pohnpeian,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Agree somewhat,Really agree,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Really agree,Really agree,Really disagree,Really agree,Really disagree,Really disagree,NA,Really disagree
39119,18 -- 24,Female,Pohnpei State,FSM,Sokehs,10 - 19 years,5 - 9 years,10 - 19 years,Yes,"Some college, no degree",Private school,Public school,0,Not at all,English,English,English,English,English,English,Pohnpeian,English,English,English,English,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,English,English,English,Chuukese,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Really disagree,Really disagree,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,NA,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,NA,Really disagree
39292,18 -- 24,Male,US Mainland,USA,Kitti,10 - 19 years,10 - 19 years,10 - 19 years,Yes,"Some college, no degree",Public school,Public school,0,Somewhat well,English,English,English,English,English,English,English,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Agree,NA,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree somewhat,Really disagree,Agree somewhat,Really agree,Agree somewhat,Disagree somewhat,Really agree,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Really disagree,Disagree somewhat,Disagree somewhat,Agree somewhat,NA,Really disagree
39333,35 -- 44,Female,Pohnpei State,FSM,Kitti,30 - 39 years,30 - 39 years,10 - 19 years,No,"Some high school, no diploma",Public school,Public school,3,Well,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Really disagree,Really disagree,Really disagree,Really agree,Agree somewhat,Really agree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Really agree,Really agree,Really disagree,Agree somewhat,Really agree,Really disagree,NA,Agree somewhat
39827,25 -- 34,Female,Pohnpei State,FSM,Sokehs,30 - 39 years,30 - 39 years,30 - 39 years,Yes,"Some high school, no diploma",Public school,Public school,2,Well,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,English,Pohnpeian,English,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree somewhat,Really disagree,Agree somewhat,Disagree somewhat,NA,NA,Disagree somewhat,Agree somewhat,Really disagree,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Really disagree,Really agree,Agree somewhat,Disagree somewhat,Really agree,Really agree,Agree somewhat,Disagree somewhat,Really agree,Really disagree,Disagree somewhat,Agree somewhat,Really disagree,NA,Really disagree
39955,18 -- 24,Female,Pohnpei State,FSM,Sokehs,20 - 29 years,20 - 29 years,20 - 29 years,Yes,"High school, diploma, or GED",Private school,Private school,1,Not at all,English,English,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Kosraean,English,English,English,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Really disagree,Really disagree,Really agree,Agree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,NA,Disagree somewhat
40127,25 -- 34,Female,CNMI,USA,Nett,20 - 29 years,10 - 19 years,5 - 9 years,Yes,Associate degree,Public school,Private school,1,Not at all,English,English,English,Chuukese,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Chuukese,English,Pohnpeian,English,English,English,English,English,English,Chuukese,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,NA,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,NA,Really disagree
40181,45 -- 54,Female,Pohnpei State,FSM,Sokehs,40 or more years,40 or more years,10 - 19 years,Yes,"Some college, no degree",Private school,Private school,3,Very well,Pingelapese,English,English,Pingelapese,Pingelapese,Pingelapese,Pingelapese,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pingelapese,Pingelapese,Pingelapese,Pohnpeian,Pohnpeian,English,English,Pingelapese,Pingelapese,Pingelapese,Pingelapese,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Really agree,Really disagree,Really agree,Really disagree,Agree somewhat,Agree somewhat,Really agree,Really agree,Really agree,Really agree,Really agree,Disagree somewhat,Disagree somewhat,Agree somewhat,NA,Really disagree,Really agree,Disagree somewhat,Really agree,Really agree,Really agree,Disagree somewhat,Really agree,Really agree,Really agree,Really disagree,NA,Really disagree
40544,18 -- 24,Female,Pohnpei State,FSM,Kitti,10 - 19 years,10 - 19 years,10 - 19 years,Yes,"Some college, no degree",Public school,Public school,0,Somewhat well,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,English,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Really disagree,Agree somewhat,Really agree,Agree somewhat,Disagree somewhat,Disagree somewhat,Disagree somewhat,Agree somewhat,Really agree,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,Agree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really agree,Disagree somewhat,Really agree,Disagree somewhat,Agree somewhat,Really disagree,Agree somewhat,Agree somewhat,Really disagree,NA,Agree somewhat
40870,18 -- 24,Female,Pohnpei State,FSM,Nett,10 - 19 years,10 - 19 years,5 - 9 years,Yes,"Some high school, no diploma",Private school,Private school,0,Not at all,English,English,English,English,English,English,English,English,English,Pohnpeian,English,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,Pohnpeian,English,English,English,English,English,English,English,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Really disagree,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,Really disagree,Really disagree,Really disagree,Disagree somewhat,Agree somewhat,Disagree somewhat,Really disagree,Disagree somewhat,Really agree,Disagree somewhat,Disagree somewhat,Disagree somewhat,Really disagree,NA,Really disagree
43483,18 -- 24,Female,Kosrae State,FSM,Kitti,5 - 9 years,0 - 4 years,0 - 4 years,Yes,"Some college, no degree",Public school,Private school,0,Not at all,English,English,English,Kosraean,English,English,English,English,English,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,English,English,English,Kosraean,Kosraean,English,English,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Agree somewhat,Disagree somewhat,NA,Agree somewhat
